City_ID,City,Country,Date,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Weather description
262,Sumbe,AO,2022-05-28 17:08:39,-11.2061,13.8437,72.82,84,11,8.7,few clouds
263,Tuatapere,NZ,2022-05-28 17:08:39,-46.1333,167.6833,45.43,91,93,4.34,overcast clouds
264,Geraldton,AU,2022-05-28 17:08:40,-28.7667,114.6,61.21,88,75,9.22,broken clouds
265,Burla,IN,2022-05-28 17:08:40,21.5,83.8667,87.4,37,85,4.25,overcast clouds
266,Coihaique,CL,2022-05-28 17:08:40,-45.5752,-72.0662,42.75,56,20,3.44,few clouds
267,Chuy,UY,2022-05-28 17:08:41,-33.6971,-53.4616,59.79,62,9,5.5,clear sky
268,Saint-Philippe,RE,2022-05-28 17:08:41,-21.3585,55.7679,72.99,69,82,13.06,broken clouds
269,Vila Franca Do Campo,PT,2022-05-28 17:08:42,37.7167,-25.4333,65.19,90,100,11.23,overcast clouds
270,Pangoa,PE,2022-05-28 17:08:42,-12.1167,-73.0,82.62,55,79,3.89,broken clouds
271,Portland,US,2022-05-28 17:07:02,45.5234,-122.6762,57.09,85,100,7.0,overcast clouds
272,Narsaq,GL,2022-05-28 17:08:43,60.9167,-46.05,61.02,42,19,10.07,few clouds
273,Tambopata,PE,2022-05-28 17:08:43,-12.7333,-69.1833,85.89,62,40,5.75,scattered clouds
274,Westport,US,2022-05-28 17:06:16,41.1415,-73.3579,76.44,86,100,9.22,haze
275,Aswan,EG,2022-05-28 17:08:44,24.0934,32.907,94.75,11,0,6.98,clear sky
276,Mangrol,IN,2022-05-28 17:08:44,21.1167,70.1167,81.72,81,10,14.0,clear sky
277,Olga,RU,2022-05-28 17:08:44,43.7444,135.2892,48.25,98,56,5.93,broken clouds
278,Atar,MR,2022-05-28 17:08:45,20.5169,-13.0499,99.55,22,67,11.25,broken clouds
279,Ust-Ishim,RU,2022-05-28 17:08:45,57.6935,71.1665,56.88,69,29,3.8,scattered clouds
280,Kattivakkam,IN,2022-05-28 17:08:46,13.2167,80.3167,89.69,81,7,12.26,clear sky
281,Lagdo,CM,2022-05-28 17:08:46,9.05,13.7333,97.25,22,8,3.65,clear sky
282,Burnie,AU,2022-05-28 17:08:46,-41.0667,145.9167,48.78,88,52,4.52,light rain
283,Ternate,ID,2022-05-28 17:08:47,0.8,127.4,77.61,87,100,5.32,light rain
284,Port Lincoln,AU,2022-05-28 17:08:47,-34.7333,135.8667,53.67,75,95,5.97,overcast clouds
285,Shingu,JP,2022-05-28 17:08:47,33.7333,135.9833,63.64,63,99,6.38,overcast clouds
286,Fairlie,GB,2022-05-28 17:08:48,55.756,-4.8556,61.48,74,57,6.33,broken clouds
287,Preston,GB,2022-05-28 17:08:48,53.7667,-2.7167,62.92,60,69,1.01,broken clouds
288,Sambava,MG,2022-05-28 17:08:49,-14.2667,50.1667,73.94,83,14,12.39,light rain
289,Algiers,DZ,2022-05-28 17:08:49,36.7525,3.042,82.22,34,20,5.75,few clouds
290,Kysyl-Syr,RU,2022-05-28 17:08:49,63.8986,122.7617,40.21,66,100,7.34,overcast clouds
291,Valparaiso,CL,2022-05-28 17:04:22,-33.0393,-71.6273,55.63,73,0,9.22,clear sky
292,Kavaratti,IN,2022-05-28 17:08:50,10.5669,72.642,82.92,75,13,5.95,few clouds
293,San Patricio,US,2022-05-28 17:08:50,28.017,-97.5169,90.32,40,10,12.41,clear sky
294,Udachnyy,RU,2022-05-28 17:08:51,66.4167,112.4,46.45,39,74,8.25,broken clouds
295,Esperance,AU,2022-05-28 17:08:51,-33.8667,121.9,56.03,66,69,29.97,broken clouds
296,Jalalpur Pirwala,PK,2022-05-28 17:08:51,29.5069,71.2192,102.58,5,0,13.47,clear sky
297,Kurumkan,RU,2022-05-28 17:08:52,54.3,110.3,39.74,73,99,2.57,overcast clouds
298,Nantucket,US,2022-05-28 17:04:27,41.2835,-70.0995,64.51,94,100,10.36,mist
299,Kanniyakumari,IN,2022-05-28 17:08:53,8.0833,77.5667,80.6,83,75,17.27,broken clouds
300,Klaksvik,FO,2022-05-28 17:08:53,62.2266,-6.589,47.32,76,5,22.21,clear sky
301,Bilibino,RU,2022-05-28 17:08:53,68.0546,166.4372,36.91,64,91,2.15,overcast clouds
302,New Norfolk,AU,2022-05-28 17:08:54,-42.7826,147.0587,42.71,88,41,1.07,scattered clouds
303,Hudson Bay,CA,2022-05-28 17:08:54,52.85,-102.3842,49.08,85,100,8.75,overcast clouds
304,Pisco,PE,2022-05-28 17:08:55,-13.7,-76.2167,65.01,77,20,10.36,mist
305,Yulara,AU,2022-05-28 17:08:55,-25.2406,130.9889,64.69,56,100,11.97,overcast clouds
306,Pierre,US,2022-05-28 17:05:41,44.3683,-100.351,81.52,46,0,12.66,clear sky
307,Mardan,PK,2022-05-28 17:08:55,34.2019,72.0525,87.82,19,46,5.48,scattered clouds
308,Luwuk,ID,2022-05-28 17:08:56,-0.9516,122.7875,76.39,85,58,3.11,broken clouds
309,Nanning,CN,2022-05-28 17:06:21,22.8167,108.3167,77.41,86,99,8.28,overcast clouds
310,Farafangana,MG,2022-05-28 17:08:56,-22.8167,47.8333,69.69,70,49,6.67,scattered clouds
311,Charters Towers,AU,2022-05-28 17:08:57,-20.1,146.2667,60.39,54,4,7.23,clear sky
312,Hamilton,US,2022-05-28 17:08:23,39.1834,-84.5333,70.21,79,100,5.75,overcast clouds
313,Roebourne,AU,2022-05-28 17:08:57,-20.7833,117.1333,72.61,75,100,7.83,light rain
314,Carutapera,BR,2022-05-28 17:08:58,-1.195,-46.02,81.52,82,62,3.67,broken clouds
315,Yar-Sale,RU,2022-05-28 17:08:58,66.8333,70.8333,48.43,48,11,18.54,few clouds
316,Dover,US,2022-05-28 17:06:57,39.1582,-75.5244,77.22,63,20,13.8,few clouds
317,Altay,CN,2022-05-28 17:05:09,47.8667,88.1167,68.83,30,48,5.91,scattered clouds
318,Bathsheba,BB,2022-05-28 17:08:59,13.2167,-59.5167,86.61,70,20,17.27,few clouds
319,Tual,ID,2022-05-28 17:08:59,-5.6667,132.75,82.6,76,20,10.8,few clouds
320,Puerto Carreno,CO,2022-05-28 17:09:00,6.189,-67.4859,88.52,56,65,4.03,broken clouds
321,Georgetown,MY,2022-05-28 17:07:09,5.4112,100.3354,82.33,83,20,0.0,few clouds
322,Coquimbo,CL,2022-05-28 17:09:00,-29.9533,-71.3436,56.93,71,75,2.3,broken clouds
323,Juneau,US,2022-05-28 17:09:01,58.3019,-134.4197,61.11,78,75,3.44,broken clouds
324,Henties Bay,NA,2022-05-28 17:09:01,-22.116,14.2845,57.49,91,41,11.52,scattered clouds
325,Valkeala,FI,2022-05-28 17:09:02,60.9401,26.7979,55.8,62,75,8.05,broken clouds
326,Port Keats,AU,2022-05-28 17:09:02,-14.25,129.55,71.06,56,67,4.0,broken clouds
327,Jalu,LY,2022-05-28 17:09:03,29.0331,21.5482,99.25,8,0,7.56,clear sky
328,Santa Maria,BR,2022-05-28 17:04:14,-29.6842,-53.8069,65.66,95,100,1.28,overcast clouds
329,Maarianhamina,AX,2022-05-28 17:09:03,60.0973,19.9348,48.06,87,100,5.75,light rain
330,Alofi,NU,2022-05-28 17:09:04,-19.0595,-169.9187,79.61,78,98,19.6,overcast clouds
331,Salalah,OM,2022-05-28 17:09:04,17.0151,54.0924,84.29,79,0,8.05,clear sky
332,Tianpeng,CN,2022-05-28 17:09:05,30.9866,103.9393,73.72,75,99,4.52,overcast clouds
333,Alsonemedi,HU,2022-05-28 17:09:05,47.3152,19.1584,68.5,28,40,13.8,scattered clouds
334,Pontianak,ID,2022-05-28 17:09:05,-0.0333,109.3333,76.98,94,40,0.0,scattered clouds
335,Broome,US,2022-05-28 17:09:06,42.2506,-75.833,67.98,85,100,5.99,overcast clouds
336,Kieta,PG,2022-05-28 17:09:06,-6.2167,155.6333,79.68,84,69,2.68,light rain
337,Antofagasta,CL,2022-05-28 17:09:07,-23.65,-70.4,61.88,67,29,7.23,scattered clouds
338,Ahuimanu,US,2022-05-28 17:09:07,21.4447,-157.8378,76.71,83,100,6.91,moderate rain
339,Slave Lake,CA,2022-05-28 17:09:08,55.2834,-114.769,53.85,56,15,13.15,few clouds
340,Honningsvag,NO,2022-05-28 17:09:08,70.9821,25.9704,49.75,71,48,16.11,scattered clouds
341,Kocevje,SI,2022-05-28 17:09:09,45.6433,14.8633,54.57,98,100,5.79,light rain
342,Kasangulu,CD,2022-05-28 17:09:09,-4.5911,15.1708,76.53,77,63,4.07,broken clouds
343,Berdigestyakh,RU,2022-05-28 17:09:09,62.0989,126.6992,45.81,88,100,11.39,light rain
344,Pachino,IT,2022-05-28 17:09:10,36.7186,15.0907,69.12,73,5,16.89,clear sky
345,Vao,NC,2022-05-28 17:09:11,-22.6667,167.4833,74.57,81,2,11.88,clear sky
346,Nexo,DK,2022-05-28 17:09:11,55.0607,15.1306,51.89,76,100,13.51,light rain
347,Shellbrook,CA,2022-05-28 17:09:12,53.2168,-106.4011,59.23,80,100,11.65,overcast clouds
348,Okha,RU,2022-05-28 17:09:12,53.5739,142.9478,34.12,99,100,10.98,overcast clouds
349,Cherskiy,RU,2022-05-28 17:09:12,68.75,161.3,36.05,57,5,4.18,clear sky
350,Turukhansk,RU,2022-05-28 17:09:13,65.8167,87.9833,48.85,62,27,9.73,scattered clouds
351,Vestmannaeyjar,IS,2022-05-28 17:09:13,63.4427,-20.2734,52.79,76,0,16.11,clear sky
352,Salumbar,IN,2022-05-28 17:09:14,24.1333,74.05,92.08,40,0,16.58,clear sky
353,Mercedes,AR,2022-05-28 17:09:14,-34.6515,-59.4307,57.04,62,96,4.59,overcast clouds
354,Sugar Hill,US,2022-05-28 17:09:15,34.1065,-84.0335,80.17,56,0,4.61,clear sky
355,Touba,CI,2022-05-28 17:09:15,8.2833,-7.6833,90.95,41,38,5.1,scattered clouds
356,Felanitx,ES,2022-05-28 17:09:15,39.4696,3.1483,79.14,46,0,11.3,clear sky
357,Uyuni,BO,2022-05-28 17:09:16,-20.4597,-66.825,49.24,18,0,22.55,clear sky
358,Merauke,ID,2022-05-28 17:09:16,-8.4667,140.3333,76.15,85,8,10.87,clear sky
359,Haicheng,CN,2022-05-28 17:09:17,40.8516,122.7475,65.7,56,30,15.7,scattered clouds
360,Faya,SA,2022-05-28 17:09:17,18.3851,42.4509,72.12,44,17,6.55,few clouds
361,Gurupa,BR,2022-05-28 17:09:17,-1.405,-51.64,84.81,69,28,4.18,scattered clouds
362,Svetlyy,RU,2022-05-28 17:09:18,54.675,20.1347,53.65,82,41,12.01,scattered clouds
363,Mount Gambier,AU,2022-05-28 17:09:18,-37.8333,140.7667,44.51,100,75,2.3,broken clouds
364,Amapa,BR,2022-05-28 17:09:19,1.0,-52.0,83.88,72,53,5.19,broken clouds
365,Imeni Babushkina,RU,2022-05-28 17:09:19,59.7573,43.1285,47.39,97,100,4.81,overcast clouds
366,Oranjemund,NA,2022-05-28 17:09:20,-28.55,16.4333,56.25,92,27,2.37,scattered clouds
367,Umtata,ZA,2022-05-28 17:09:20,-31.5889,28.7844,65.55,42,1,9.69,clear sky
368,Mahanoro,MG,2022-05-28 17:09:20,-19.9,48.8,69.84,86,65,7.7,moderate rain
369,Youhao,CN,2022-05-28 17:05:18,47.8667,128.8333,52.16,53,99,2.04,overcast clouds
370,Saurimo,AO,2022-05-28 17:09:21,-9.6608,20.3916,69.64,35,0,2.98,clear sky
371,Vilyuysk,RU,2022-05-28 17:09:21,63.7553,121.6247,41.86,59,100,7.34,overcast clouds
372,Kenora,CA,2022-05-28 17:09:22,49.8167,-94.4337,64.78,52,92,5.01,overcast clouds
373,Victoria,HK,2022-05-28 17:05:01,22.2855,114.1577,84.33,87,96,11.01,overcast clouds
374,Ayame,CI,2022-05-28 17:09:22,5.6083,-3.1563,81.91,77,61,5.61,light rain
375,Kataysk,RU,2022-05-28 17:09:23,56.289,62.5841,53.2,86,43,9.91,scattered clouds
376,Sioux Lookout,CA,2022-05-28 17:09:23,50.1001,-91.917,65.89,57,95,7.54,overcast clouds
377,Pochutla,MX,2022-05-28 17:09:24,15.7432,-96.4661,80.82,69,100,7.36,overcast clouds
378,Fare,PF,2022-05-28 17:09:24,-16.7,-151.0167,80.89,69,1,15.88,clear sky
379,Anadyr,RU,2022-05-28 17:09:25,64.75,177.4833,41.49,80,100,8.03,overcast clouds
380,Pontes E Lacerda,BR,2022-05-28 17:06:56,-15.2261,-59.3353,92.7,31,1,7.31,clear sky
381,Finschhafen,PG,2022-05-28 17:09:25,-6.6024,147.8681,78.67,83,51,5.61,broken clouds
382,Japura,ID,2022-05-28 17:09:26,-0.3167,102.35,74.71,93,99,1.5,overcast clouds
383,Lerwick,GB,2022-05-28 17:09:26,60.1545,-1.1494,46.4,74,99,22.37,overcast clouds
384,Kemijarvi,FI,2022-05-28 17:09:26,66.7131,27.4306,52.25,84,93,11.5,overcast clouds
385,Xuanhua,CN,2022-05-28 17:09:27,40.6103,115.0447,77.16,24,78,7.14,broken clouds
386,Thunder Bay,CA,2022-05-28 17:08:18,48.4001,-89.3168,47.41,99,100,4.36,overcast clouds
387,Banyo,CM,2022-05-28 17:09:27,6.75,11.8167,70.72,83,31,4.68,light rain
388,Dawei,MM,2022-05-28 17:09:28,14.0833,98.2,76.08,91,91,2.44,light rain
389,Anloga,GH,2022-05-28 17:09:28,5.7947,0.8973,83.07,74,43,11.21,scattered clouds
390,Catuday,PH,2022-05-28 17:09:29,16.2923,119.8062,79.7,82,90,14.76,overcast clouds
391,Bilma,NE,2022-05-28 17:09:29,18.6853,12.9164,101.86,6,1,6.98,clear sky
392,Yatou,CN,2022-05-28 17:09:30,37.15,122.3833,63.55,95,33,17.31,scattered clouds
393,Sesheke,ZM,2022-05-28 17:09:30,-17.4759,24.2968,66.43,33,0,4.21,clear sky
394,Deputatskiy,RU,2022-05-28 17:09:31,69.3,139.9,18.95,92,29,1.57,scattered clouds
395,Lagoa,PT,2022-05-28 17:09:31,39.05,-27.9833,59.56,61,100,16.13,overcast clouds
396,Civitavecchia,IT,2022-05-28 17:09:32,42.0933,11.7967,76.82,73,83,10.13,broken clouds
397,Tocopilla,CL,2022-05-28 17:09:32,-22.092,-70.1979,66.22,68,3,6.89,clear sky
398,Biltine,TD,2022-05-28 17:09:33,14.5333,20.9167,94.08,4,1,10.65,clear sky
399,Sao Filipe,CV,2022-05-28 17:09:33,14.8961,-24.4956,73.69,83,28,6.87,scattered clouds
400,Dasoguz,TM,2022-05-28 17:09:34,41.8363,59.9666,77.02,20,1,7.38,clear sky
401,Viedma,AR,2022-05-28 17:08:01,-40.8135,-62.9967,50.94,35,0,17.02,clear sky
402,Nouakchott,MR,2022-05-28 17:09:34,18.0858,-15.9785,84.13,69,57,16.26,broken clouds
403,Poum,NC,2022-05-28 17:09:35,-20.2333,164.0167,76.73,69,41,8.41,scattered clouds
404,Lev Tolstoy,RU,2022-05-28 17:09:35,53.2134,39.446,52.21,72,9,12.19,clear sky
405,Vila Velha,BR,2022-05-28 17:09:35,-20.3297,-40.2925,82.35,70,20,11.5,few clouds
406,Natal,BR,2022-05-28 17:09:36,-5.795,-35.2094,81.25,83,75,4.61,broken clouds
407,Kahului,US,2022-05-28 17:09:36,20.8947,-156.47,73.42,85,40,13.8,scattered clouds
408,Sisimiut,GL,2022-05-28 17:09:37,66.9395,-53.6735,38.07,66,44,9.71,scattered clouds
409,Tororo,UG,2022-05-28 17:09:37,0.693,34.1809,66.4,89,96,0.09,light rain
410,Glogow,PL,2022-05-28 17:09:37,51.6636,16.0845,58.05,57,86,14.79,overcast clouds
411,Boguchany,RU,2022-05-28 17:09:38,58.3814,97.4531,45.5,49,34,3.04,scattered clouds
412,Ozinki,RU,2022-05-28 17:09:38,51.1786,49.6769,63.63,67,71,13.11,broken clouds
413,Riyadh,SA,2022-05-28 17:06:05,24.6877,46.7219,96.94,9,45,8.14,scattered clouds
414,San Cristobal,VE,2022-05-28 17:09:39,7.7669,-72.225,82.58,47,92,8.46,overcast clouds
415,Fairhope,US,2022-05-28 17:09:39,30.523,-87.9033,85.14,52,0,5.75,clear sky
416,Mubarakpur,IN,2022-05-28 17:09:39,26.09,83.2922,95.22,29,44,6.64,scattered clouds
417,Arman,RU,2022-05-28 17:09:40,59.7,150.1667,36.95,96,64,1.63,broken clouds
418,Linxia,CN,2022-05-28 17:09:40,35.6003,103.2064,60.78,65,100,1.77,overcast clouds
419,Miles City,US,2022-05-28 17:09:41,46.4083,-105.8406,67.17,72,20,11.5,few clouds
420,Chimbote,PE,2022-05-28 17:09:41,-9.0853,-78.5783,69.51,68,52,9.91,broken clouds
421,Gat,IL,2022-05-28 17:09:01,31.61,34.7642,82.4,100,1,9.78,clear sky
422,Constitucion,CL,2022-05-28 17:09:42,-35.3333,-72.4167,53.33,45,97,7.02,overcast clouds
423,Caxito,AO,2022-05-28 17:09:42,-8.5785,13.6643,72.95,82,1,7.2,clear sky
424,Auki,SB,2022-05-28 17:09:42,-8.7676,160.7034,76.15,88,99,2.93,overcast clouds
425,Fort Nelson,CA,2022-05-28 17:09:43,58.8053,-122.7002,57.42,46,99,8.79,overcast clouds
426,Soyo,AO,2022-05-28 17:09:43,-6.1349,12.3689,74.8,77,5,8.86,clear sky
427,Dubbo,AU,2022-05-28 17:05:33,-32.25,148.6167,37.53,100,75,0.0,fog
428,Chernyshevskiy,RU,2022-05-28 17:09:44,63.0128,112.4714,37.44,58,38,3.44,scattered clouds
429,Payo,ID,2022-05-28 17:09:44,-3.7508,103.6372,73.54,91,94,1.66,overcast clouds
430,San Cosme Y Damian,PY,2022-05-28 17:09:45,-27.3167,-56.35,68.18,97,100,6.08,overcast clouds
431,Pultusk,PL,2022-05-28 17:09:45,52.7025,21.0828,54.09,76,85,14.74,overcast clouds
432,Gweru,ZW,2022-05-28 17:09:45,-19.45,29.8167,58.26,58,0,6.11,clear sky
433,Eydhafushi,MV,2022-05-28 17:09:46,5.1033,73.0708,83.66,75,36,17.67,scattered clouds
434,Nhulunbuy,AU,2022-05-28 17:09:46,-12.2333,136.7667,75.81,88,24,5.75,few clouds
435,Ishigaki,JP,2022-05-28 17:09:47,24.3448,124.1572,80.92,90,94,16.71,overcast clouds
436,La Ronge,CA,2022-05-28 17:09:47,55.1001,-105.2842,52.77,61,100,10.8,overcast clouds
437,Sistranda,NO,2022-05-28 17:09:47,63.7256,8.834,44.56,82,100,24.94,overcast clouds
438,Fairbanks,US,2022-05-28 17:09:48,64.8378,-147.7164,57.09,43,0,3.44,clear sky
439,Sigayevo,RU,2022-05-28 17:09:48,56.4216,53.7757,52.32,95,100,12.28,overcast clouds
440,Carhuamayo,PE,2022-05-28 17:09:49,-10.9167,-76.0333,45.84,52,93,6.26,overcast clouds
441,Riachao Das Neves,BR,2022-05-28 17:09:49,-11.7461,-44.91,91.85,21,10,4.54,clear sky
442,Neyshabur,IR,2022-05-28 17:09:50,36.2133,58.7958,66.58,29,0,8.08,clear sky
443,Atherton,GB,2022-05-28 17:09:50,53.5237,-2.4935,62.47,54,94,4.0,overcast clouds
444,Aksarka,RU,2022-05-28 17:09:50,66.5606,67.7975,54.54,42,13,18.92,few clouds
445,Egvekinot,RU,2022-05-28 17:09:51,66.3167,-179.1667,35.55,84,97,4.12,overcast clouds
446,Shubarkuduk,KZ,2022-05-28 17:09:51,49.1447,56.4872,64.13,59,21,7.92,few clouds
447,Beloha,MG,2022-05-28 17:07:20,-25.1667,45.05,62.37,74,4,7.56,clear sky
448,Itarema,BR,2022-05-28 17:09:52,-2.9248,-39.9167,82.15,78,27,12.44,scattered clouds
449,Washington,US,2022-05-28 17:06:01,47.5001,-120.5015,55.56,49,100,2.95,overcast clouds
450,Luanda,AO,2022-05-28 17:05:34,-8.8368,13.2343,73.08,80,4,12.08,clear sky
451,Fontem,CM,2022-05-28 17:09:52,5.4685,9.8818,69.48,91,96,1.03,light rain
452,Odweyne,SO,2022-05-28 17:09:53,9.4092,45.064,79.54,48,89,14.03,light rain
453,West Monroe,US,2022-05-28 17:09:09,32.5185,-92.1476,84.02,46,0,0.0,clear sky
454,De-Kastri,RU,2022-05-28 17:09:54,51.4667,140.7833,43.34,99,100,5.32,overcast clouds
455,North Vernon,US,2022-05-28 17:09:54,39.0062,-85.6236,72.81,61,15,4.79,few clouds
456,Rosarito,MX,2022-05-28 17:08:51,32.3333,-117.0333,66.25,71,84,7.43,broken clouds
457,Bayonet Point,US,2022-05-28 17:05:02,28.3267,-82.6834,91.18,58,0,3.0,clear sky
458,Bulaevo,KZ,2022-05-28 17:09:55,54.9056,70.4439,63.72,45,99,4.63,overcast clouds
459,Curillo,CO,2022-05-28 17:09:55,1.0333,-75.9191,74.05,91,94,0.92,overcast clouds
460,Kargil,IN,2022-05-28 17:09:56,34.5667,76.1,48.92,62,91,10.09,overcast clouds
461,Vanimo,PG,2022-05-28 17:09:56,-2.6741,141.3028,78.12,83,39,1.59,scattered clouds
462,Surt,LY,2022-05-28 17:09:56,31.2089,16.5887,74.82,64,3,14.07,clear sky
463,Deniliquin,AU,2022-05-28 17:09:57,-35.5333,144.9667,50.07,66,64,0.85,broken clouds
464,Kutum,SD,2022-05-28 17:09:57,14.2,24.6667,85.78,8,1,7.31,clear sky
465,Iracoubo,GF,2022-05-28 17:09:57,5.4802,-53.2011,83.5,66,35,8.01,scattered clouds
466,Chota,PE,2022-05-28 17:09:58,-6.55,-78.65,62.96,70,74,6.6,light rain
467,Bongandanga,CD,2022-05-28 17:09:58,1.5,21.05,70.16,99,100,7.27,very heavy rain
468,Orlik,RU,2022-05-28 17:09:59,52.5178,99.825,36.64,70,28,1.61,scattered clouds
469,Yamada,JP,2022-05-28 17:09:59,39.4667,141.95,55.36,80,20,5.84,few clouds
470,Teya,RU,2022-05-28 17:10:00,60.3778,92.6267,50.09,57,99,3.47,overcast clouds
471,Kalabo,ZM,2022-05-28 17:10:00,-14.97,22.6814,65.98,36,0,4.7,clear sky
472,Otjiwarongo,NA,2022-05-28 17:10:01,-20.4637,16.6477,62.87,26,0,8.19,clear sky
473,Leningradskiy,RU,2022-05-28 17:10:02,69.3833,178.4167,29.17,88,100,2.51,overcast clouds
474,Ous,RU,2022-05-28 17:10:03,60.9058,61.5186,48.04,96,38,2.33,scattered clouds
475,Harboore,DK,2022-05-28 17:10:04,56.6175,8.1807,60.1,83,92,18.45,overcast clouds
476,Langham,CA,2022-05-28 17:10:05,52.3668,-106.9679,68.02,57,100,12.84,overcast clouds
477,Santiago De Chuco,PE,2022-05-28 17:10:06,-8.15,-78.1833,61.14,52,49,2.89,light rain
478,Pangody,RU,2022-05-28 17:10:06,65.85,74.4859,56.55,37,3,18.81,clear sky
479,Havelock,US,2022-05-28 17:10:07,34.8791,-76.9013,82.98,70,75,8.05,broken clouds
480,Kavieng,PG,2022-05-28 17:10:07,-2.5744,150.7967,80.71,76,100,5.44,overcast clouds
481,Kyra,RU,2022-05-28 17:10:08,49.5776,111.9753,40.39,40,95,8.05,overcast clouds
482,Ixtapa,MX,2022-05-28 17:10:08,20.7,-105.2,81.63,74,20,6.91,few clouds
483,Vila Do Maio,CV,2022-05-28 17:10:09,15.1333,-23.2167,83.19,84,50,13.27,scattered clouds
484,Mokrous,RU,2022-05-28 17:10:09,51.2333,47.5167,62.87,81,53,10.42,light rain
485,Copiapo,CL,2022-05-28 17:10:10,-27.3667,-70.3333,55.09,40,0,6.69,clear sky
486,Patnos,TR,2022-05-28 17:09:13,39.2336,42.8634,59.22,53,3,2.82,clear sky
487,Keti Bandar,PK,2022-05-28 17:10:11,24.1447,67.4497,81.77,88,2,23.53,clear sky
488,Orsha,BY,2022-05-28 17:10:11,54.5153,30.4053,48.24,83,71,8.59,broken clouds
489,Pocone,BR,2022-05-28 17:10:11,-16.2567,-56.6228,93.99,30,1,11.14,clear sky
490,Ariquemes,BR,2022-05-28 17:10:12,-9.9133,-63.0408,92.28,40,17,2.68,few clouds
491,Douentza,ML,2022-05-28 17:10:12,14.9951,-2.9517,104.81,14,0,7.92,clear sky
492,Isla Mujeres,MX,2022-05-28 17:10:12,21.2311,-86.731,86.16,64,100,7.65,overcast clouds
493,Kuloy,RU,2022-05-28 17:10:13,61.0305,42.4925,50.45,94,97,1.83,overcast clouds
494,Kirovskiy,RU,2022-05-28 17:10:13,45.0917,133.5136,55.85,72,77,5.64,broken clouds
495,Constanza,DE,2022-05-28 17:10:14,47.6603,9.1758,64.54,46,97,3.0,overcast clouds
496,Tommot,RU,2022-05-28 17:10:14,58.9564,126.2925,48.52,93,100,1.41,overcast clouds
497,Nago,JP,2022-05-28 17:06:15,26.5881,127.9761,77.85,95,100,8.05,overcast clouds
498,Wajir,KE,2022-05-28 17:10:14,1.7471,40.0573,84.99,48,94,12.35,overcast clouds
499,Puerto Escondido,MX,2022-05-28 17:08:10,15.85,-97.0667,81.43,74,100,16.11,overcast clouds
500,Niceville,US,2022-05-28 17:10:15,30.5169,-86.4822,86.58,47,75,5.75,broken clouds
501,Chatrapur,IN,2022-05-28 17:10:15,19.35,84.9833,85.26,74,41,5.61,scattered clouds
502,Vrangel,RU,2022-05-28 17:10:16,42.7297,133.0839,51.01,90,71,13.02,broken clouds
503,Saint-Francois,FR,2022-05-28 17:10:16,46.4154,3.9054,70.68,30,0,12.66,clear sky
504,Black River,JM,2022-05-28 17:10:16,18.0264,-77.8487,89.17,53,51,18.68,broken clouds
505,Merrill,US,2022-05-28 17:10:17,45.1805,-89.6835,61.75,88,100,0.0,light rain
506,Pervomayskiy,RU,2022-05-28 17:10:17,53.2485,40.2871,52.57,73,6,11.36,clear sky
507,Rajula,IN,2022-05-28 17:10:18,21.05,71.4333,82.65,72,2,14.61,clear sky
508,Onda,ES,2022-05-28 17:10:18,39.9667,-0.25,85.05,47,23,5.53,few clouds
509,Krasnoselkup,RU,2022-05-28 17:10:18,65.7,82.4667,50.52,58,0,14.79,clear sky
510,Srednekolymsk,RU,2022-05-28 17:10:19,67.45,153.6833,45.0,51,82,3.02,broken clouds
511,Manicore,BR,2022-05-28 17:10:19,-5.8092,-61.3003,86.02,68,91,3.65,overcast clouds
512,Virginia Beach,US,2022-05-28 17:09:19,36.8529,-75.978,81.05,60,12,5.01,few clouds
513,Osorno,CL,2022-05-28 17:10:20,-40.5667,-73.15,48.25,71,75,3.44,broken clouds
514,Trairi,BR,2022-05-28 17:05:28,-3.2778,-39.2689,80.67,86,55,9.4,broken clouds
515,Bintulu,MY,2022-05-28 17:10:20,3.1667,113.0333,79.95,78,100,0.94,overcast clouds
516,Mumford,GH,2022-05-28 17:10:21,5.2618,-0.759,82.33,75,34,8.55,scattered clouds
517,Moses Lake,US,2022-05-28 17:10:21,47.1301,-119.2781,57.88,47,0,3.44,clear sky
518,Seka,TH,2022-05-28 17:10:22,17.9285,103.9552,76.19,91,81,3.87,broken clouds
519,Buraydah,SA,2022-05-28 17:10:22,26.326,43.975,95.16,9,17,16.89,few clouds
520,Saint Anthony,US,2022-05-28 17:10:22,45.0205,-93.218,79.79,51,75,20.71,broken clouds
521,Naples,IT,2022-05-28 17:09:39,40.8333,14.25,77.61,77,20,6.91,few clouds
522,Inirida,CO,2022-05-28 17:10:23,3.8653,-67.9239,86.65,63,81,1.1,broken clouds
523,Kamenka,RU,2022-05-28 17:10:23,51.3223,42.7678,53.11,85,98,8.25,overcast clouds
524,Sorland,NO,2022-05-28 17:10:24,67.667,12.6934,46.26,88,100,6.35,overcast clouds
525,Mangan,IN,2022-05-28 17:10:24,27.5167,88.5333,72.55,90,94,1.34,overcast clouds
526,Iberia,US,2022-05-28 17:10:25,29.9502,-91.7507,84.06,47,0,4.61,clear sky
527,Sorong,ID,2022-05-28 17:10:25,-0.8833,131.25,79.43,79,76,1.19,broken clouds
